"name","value.var","comp"
"V12858",-0.0132391073214093,1
"V12849",-0.0124865954496809,1
"V13252",-0.0123452259432277,1
"V334",-0.0121389709944953,1
"V13451",-0.0120354659774596,1
"V12650",-0.0120249476269083,1
"V12557",-0.0119962672462697,1
"V30",-0.0119956837815123,1
"V12755",-0.01197747023906,1
"V12954",-0.0119387769350455,1
"V332",-0.011937193488897,1
"V12953",-0.0119265435293622,1
"V12656",-0.011916765506791,1
"V13248",-0.0118878548339397,1
"V13254",-0.011885676388328,1
"V12850",-0.0118726803291048,1
"V39828",-0.0118595644501517,1
"V32",-0.0118488782696126,1
"V835",-0.0118334663120535,1
"V12250",-0.0118268329596914,1
"V434",-0.0117914037051084,1
"V35528",-0.0117794389955943,1
"V37431",-0.0117770832597028,1
"V13454",-0.0117487749777436,1
"V333",-0.0117451036717359,1
"V36733",-0.011742071885391,1
"V1037",-0.0117414661568842,1
"V736",-0.0117319020453297,1
"V12652",-0.0117286244365255,1
"V12955",-0.011724551007727,1
"V38231",-0.0117240010595225,1
"V38333",-0.0117140750133037,1
"V233",-0.0117030126181844,1
"V37032",-0.0116983742708192,1
"V38830",-0.0116955673882563,1
"V37031",-0.0116946585256483,1
"V38633",-0.0116920646614994,1
"V37328",-0.0116917851777229,1
"V39329",-0.0116828007379583,1
"V36031",-0.0116812343645511,1
"V38831",-0.0116785667438657,1
"V39131",-0.0116698513756505,1
"V12754",-0.0116594052192884,1
"V35227",-0.0116578041227457,1
"V132",-0.0116551323667918,1
"V35531",-0.0116548096787404,1
"V37331",-0.0116498856054747,1
"V12359",-0.0116489769587766,1
"V38433",-0.0116479035061127,1
"V36430",-0.0116472381169982,1
"V37030",-0.0116415860591662,1
"V12746",-0.011637725988857,1
"V36131",-0.0116325143984391,1
"V35827",-0.0116260509047907,1
"V39330",-0.0116212043489902,1
"V31",-0.0116168380081399,1
"V37831",-0.0116144413932444,1
"V1238",-0.0116144272213953,1
"V39634",-0.0116138441008529,1
"V39428",-0.0116069080546638,1
"V37229",-0.0116049897452589,1
"V231",-0.011601485427452,1
"V38031",-0.0115953001969639,1
"V38929",-0.0115940353119077,1
"V534",-0.0115892742747769,1
"V39234",-0.0115881968265263,1
"V34825",-0.0115841014135782,1
"V39434",-0.0115751906324193,1
"V38332",-0.0115731686030492,1
"V36529",-0.0115663021142878,1
"V36931",-0.0115602526849798,1
"V13148",-0.0115565727961466,1
"V37127",-0.0115525804992794,1
"V39533",-0.0115493676578191,1
"V12744",-0.0115488434041736,1
"V35626",-0.0115479958634276,1
"V37931",-0.0115470967484108,1
"V36731",-0.0115469398419564,1
"V535",-0.0115423405029342,1
"V36229",-0.0115414843788462,1
