"name","value.var","comp"
"V39026",-0.0127942947066896,1
"V38332",-0.0127850433971528,1
"V39226",-0.0127179039276322,1
"V37431",-0.0126745394715811,1
"V39228",-0.012666689772736,1
"V38929",-0.0126384975684348,1
"V38528",-0.0126330961561932,1
"V39234",-0.0126293325746109,1
"V38126",-0.0126106784368892,1
"V37031",-0.0125943218285142,1
"V39330",-0.0125932158060764,1
"V37032",-0.0125802438140366,1
"V39428",-0.0125784282438531,1
"V37526",-0.0125690968028124,1
"V38727",-0.0125639974115035,1
"V38432",-0.0125614377123224,1
"V38428",-0.0125558358222892,1
"V36029",-0.0125520290168433,1
"V35326",-0.0125502239017612,1
"V38633",-0.0125445505095523,1
"V39331",-0.0125411590534148,1
"V37426",-0.0125395924133797,1
"V37328",-0.0125241906997766,1
"V38828",-0.0125236746991431,1
"V30483",0.0125156027453288,1
"V37725",-0.0125139779263799,1
"V37129",-0.012509880296695,1
"V39828",-0.0125086012148135,1
"V37030",-0.0125059201875746,1
"V39332",-0.0125019943955979,1
"V39227",-0.012496879097799,1
"V39525",-0.012494408037703,1
"V37931",-0.0124899049554191,1
"V35327",-0.0124725696333808,1
"V38132",-0.0124637553456012,1
"V38231",-0.0124590042962419,1
"V38932",-0.0124587325548434,1
"V37029",-0.0124557269172445,1
"V38532",-0.0124522848812917,1
"V35925",-0.0124521865680539,1
"V38333",-0.0124478392077676,1
"V39229",-0.0124442764833791,1
"V36228",-0.0124377444823225,1
"V39130",-0.0124355488368001,1
"V37831",-0.0124332370665225,1
"V38024",-0.0124294633705441,1
"V34729",-0.0124253013312148,1
"V39129",-0.0124249753260165,1
"V30484",0.0124237047676096,1
"V33420",-0.0124234951949766,1
"V38329",-0.01242048486068,1
"V37930",-0.0124170533756546,1
"V35227",-0.0124156688724848,1
"V34424",-0.0124077692795377,1
"V38824",-0.0124058614095886,1
"V35731",-0.0124022610867153,1
"V36425",-0.0124001884283735,1
"V35126",-0.0123986401158266,1
"V38726",-0.0123984535045784,1
"V36231",-0.0123961240515318,1
"V34022",-0.0123936026327205,1
"V39728",-0.0123918308302081,1
"V38230",-0.0123893862167245,1
"V38631",-0.0123861849160531,1
"V37624",-0.0123856875691752,1
"V38027",-0.0123856781070575,1
"V36630",-0.0123845119437138,1
"V36430",-0.0123819112673309,1
"V38531",-0.0123811059596996,1
"V38234",-0.0123796540049019,1
"V38430",-0.0123769240755955,1
"V37525",-0.0123766761505683,1
"V38325",-0.0123764602758924,1
"V35623",-0.0123749762117227,1
"V38730",-0.0123742180863615,1
"V38433",-0.0123739986562997,1
"V38628",-0.012373347805635,1
"V35431",-0.0123726136820872,1
"V39329",-0.0123725153864598,1
"V38927",-0.0123710548909237,1
"V36031",-0.0123654798410776,1
"V39430",-0.012364341378959,1
"V38229",-0.0123634215029086,1
"V36332",-0.0123627949739024,1
"V39128",-0.012361437578394,1
"V39827",-0.0123579565357669,1
"V39527",-0.012356788883898,1
"V39928",-0.0123554034621302,1
"V38632",-0.0123546248513235,1
"V36927",-0.0123537612409933,1
"V35131",-0.0123519997380932,1
"V35528",-0.0123485071323946,1
"V39927",-0.0123477600223192,1
"V36330",-0.0123414178307128,1
"V38831",-0.0123406547034708,1
"V35830",-0.0123397926229306,1
"V35524",-0.012335299916908,1
"V34524",-0.0123346270226266,1
"V36529",-0.0123322102448194,1
"V38031",-0.0123293719706355,1
"V37834",-0.0123268336272224,1
"V38625",-0.012323208581903,1
"V38423",-0.012322573847121,1
"V36830",-0.012321969754489,1
"V37632",-0.012320822835592,1
"V39826",-0.0123201415738958,1
"V35531",-0.0123198364480585,1
"V39529",-0.0123193049424314,1
"V39532",-0.0123151328626796,1
"V38830",-0.0123132188570883,1
"V37327",-0.0123125628712708,1
"V38426",-0.0123124352190999,1
"V36930",-0.012311266868947,1
"V35228",-0.0123111711879449,1
"V33724",-0.0123076382042203,1
"V39235",-0.0123066124251063,1
"V39326",-0.0123057830408093,1
"V38833",-0.0123054080007848,1
"V38626",-0.0123049757047637,1
"V36525",-0.0123033383025744,1
"V39733",-0.0123032406022973,1
"V34123",-0.0123027390658022,1
"V33523",-0.0123022857208179,1
"V36127",-0.0123017336183639,1
"V33323",-0.0122982990384834,1
"V32721",-0.0122963797684869,1
"V34326",-0.0122962259417733,1
"V38128",-0.012295075468382,1
"V36224",-0.0122941246335762,1
"V34223",-0.0122923989800992,1
"V37625",-0.0122916797472132,1
"V34324",-0.0122915059737798,1
"V39526",-0.0122911138646471,1
"V39232",-0.0122910531381934,1
"V36725",-0.0122904532919728,1
"V39931",-0.012286808447525,1
"V37131",-0.0122858219757584,1
"V35328",-0.0122841803254022,1
"V39922",-0.0122839547104449,1
"V35333",-0.0122838272463155,1
"V35624",-0.0122838012704006,1
"V38227",-0.0122828040459587,1
"V36626",-0.0122822778795934,1
"V37325",-0.0122789149816073,1
"V38522",-0.0122787515904123,1
"V37132",-0.0122786794276561,1
"V39231",-0.0122778728037907,1
"V37331",-0.0122774389115248,1
"V39233",-0.0122769611624701,1
"V39628",-0.0122762112782649,1
"V36931",-0.012274127598889,1
"V37329",-0.0122730487591022,1
"V38529",-0.0122730129581188,1
"V38533",-0.0122712817475964,1
"V37828",-0.0122699635409773,1
"V34225",-0.0122673915423898,1
"V34426",-0.0122667674881908,1
"V38826",-0.0122645617276212,1
"V34222",-0.0122634970299372,1
"V39830",-0.0122629268274261,1
"V38827",-0.0122624181731675,1
"V35928",-0.0122617802812626,1
"V39223",-0.0122616523237755,1
"V34623",-0.0122609965958121,1
"V38525",-0.012260859466823,1
"V32819",-0.0122594335007935,1
"V38825",-0.0122594045387258,1
"V37826",-0.0122589684811165,1
"V39021",-0.0122585746546736,1
"V35028",-0.0122584610505408,1
"V34425",-0.0122583068495923,1
"V37832",-0.0122582210406814,1
"V35229",-0.0122551749253395,1
"V39531",-0.0122546480005062,1
"V35325",-0.0122545005253345,1
"V39325",-0.0122544499985524,1
"V39627",-0.0122539115332274,1
"V35024",-0.0122538564293261,1
"V38925",-0.0122528057424484,1
"V36333",-0.0122511548783915,1
"V37226",-0.0122488393290941,1
"V39635",-0.0122486478542459,1
"V39230",-0.012247412410272,1
"V35625",-0.0122469873406702,1
