"name","value.var","comp"
"V39500",-0.0160932288847158,1
"V38299",-0.0159645222618294,1
"V38098",-0.0158014515650598,1
"V39497",-0.0154308397075646,1
"V35700",-0.0153236981837224,1
"V38898",-0.0151028398675116,1
"V39900",-0.0150833216882619,1
"V39000",-0.0150589886543199,1
"V38700",-0.0146342329578053,1
"V38691",-0.0145624166784183,1
"V37900",-0.0145180883138836,1
"V38300",-0.014459084172197,1
"V38695",-0.0144354319588768,1
"V37600",-0.0144195733543634,1
"V39895",-0.0143747545855358,1
"V39300",-0.0143584761359808,1
"V35799",-0.0143095561624346,1
"V38598",-0.0142269060096157,1
"V38600",-0.0142211095345351,1
"V39595",-0.0142187004690842,1
"V37398",-0.0141874782180458,1
"V39399",-0.0140907866191767,1
"V38798",-0.0140494237051801,1
"V38397",-0.0140275150545289,1
"V37799",-0.013916096080801,1
"V10426",-0.0138892168058802,1
"V35697",-0.0138862632602385,1
"V38200",-0.0138734686169274,1
"V38689",-0.0138729472808341,1
"V38998",-0.0138468683726321,1
"V10322",-0.0138259931873777,1
"V39499",-0.0138241364400666,1
"V36700",-0.0138079560702414,1
"V37395",-0.0137684454982258,1
"V39298",-0.0137527351871283,1
"V38096",-0.0137435991106176,1
"V38796",-0.0137355392789729,1
"V36196",-0.0137346171972592,1
"V37894",-0.0137051965339487,1
"V38499",-0.0136811582553625,1
"V37998",-0.0136680785896026,1
"V10626",-0.0136586896039385,1
"V38498",-0.013647735888065,1
"V37399",-0.0135857613065012,1
"V38694",-0.0135811476544402,1
"V39397",-0.0135541953577031,1
"V37196",-0.0135330325309232,1
"V37898",-0.0135230941646251,1
"V12032",-0.0134989681858904,1
"V38500",-0.0134767429811793,1
"V35999",-0.0134602951479986,1
"V10022",-0.0134530681438519,1
"V39200",-0.01343441211301,1
"V38699",-0.013413327406475,1
"V39100",-0.0134019871891158,1
"V38892",-0.0133897775149884,1
"V36894",-0.0133731929740316,1
"V37000",-0.0133539311834118,1
"V38099",-0.0133424911426814,1
"V38800",-0.0133330386397918,1
"V37194",-0.0133240635168321,1
"V10726",-0.0133219642002283,1
"V10121",-0.0132944075582808,1
"V39995",-0.0132846689490727,1
"V36500",-0.0132790035213154,1
"V37897",-0.0132772436719292,1
"V38597",-0.0132626639757338,1
"V37597",-0.0132580213224271,1
"V37400",-0.0132548496551113,1
"V37895",-0.01321558102757,1
"V39800",-0.0132119514998986,1
"V39797",-0.0132112383554949,1
"V37797",-0.0132087742010918,1
"V39496",-0.0131898873042754,1
"V37499",-0.0131805567773988,1
"V39396",-0.013176268229664,1
"V10222",-0.0131682248593145,1
"V11226",-0.0131645367712276,1
"V37298",-0.0131505795082,1
"V10624",-0.01314469644359,1
"V10325",-0.0131443646566647,1
"V37995",-0.0131428656579799,1
"V10122",-0.0131222117679868,1
"V39297",-0.0131055428290844,1
"V10522",-0.0130918590807618,1
"V38900",-0.0130768625511861,1
"V36295",-0.013069233151929,1
"V10125",-0.0130429413835265,1
"V35800",-0.0130383333491507,1
"V39594",-0.0130297264000591,1
"V39395",-0.0130275434910615,1
"V38100",-0.0130273476083484,1
"V39897",-0.0130233717338249,1
"V12132",-0.0130221006896766,1
"V36998",-0.0129947202477174,1
"V10421",-0.0129904233282411,1
"V36699",-0.0129900715256109,1
"V36693",-0.0129888924436935,1
"V39400",-0.0129835095333938,1
"V10724",-0.0129749013499128,1
"V10024",-0.012969909808716,1
"V10623",-0.0129674274884433,1
"V11730",-0.0129650324807,1
"V12540",-0.0129559989567907,1
"V39598",-0.0129457617992816,1
"V39192",-0.0129401959256154,1
"V10422",-0.0129286971972672,1
"V37691",-0.012928296757517,1
"V11132",-0.0129261690661069,1
"V10723",-0.0129247910875208,1
"V10524",-0.0129234017506365,1
"V10528",-0.0129177481749614,1
"V38596",-0.0129129853339501,1
"V39596",-0.0129119504318227,1
"V35200",-0.0129098812243019,1
"V38296",-0.0128995152773376,1
"V10622",-0.0128991181009554,1
"V37496",-0.0128901849850952,1
"V12135",-0.0128870437222107,1
"V35597",-0.0128816871362559,1
"V37396",-0.0128778294882691,1
"V39890",-0.0128710985607101,1
"V39695",-0.0128627388620519,1
"V11934",-0.0128598027589363,1
"V39196",-0.0128562704794659,1
"V10525",-0.0128517684001215,1
"V39597",-0.01283605851134,1
"V37397",-0.0128357559068715,1
"V10423",-0.0128287027946254,1
"V39299",-0.0128263096932011,1
"V39799",-0.0128241524919337,1
"V12033",-0.0128216135030468,1
"V11427",-0.0128180762279824,1
"V37498",-0.012815658748648,1
"V37700",-0.0128122186194768,1
"V10220",-0.012810010902757,1
"V37795",-0.012808084125366,1
"V10025",-0.0128073092055287,1
"V10725",-0.0128046103570352,1
"V38395",-0.0128042911937024,1
"V36100",-0.0128024961773876,1
"V10323",-0.0128002423167047,1
"V38795",-0.012797868827301,1
"V11734",-0.0127973527251137,1
"V10425",-0.0127925378692398,1
"V11631",-0.0127896634584351,1
"V10627",-0.0127879311406371,1
"V10523",-0.0127831929500999,1
"V37999",-0.0127829278544499,1
"V11329",-0.012774877040988,1
"V39097",-0.0127733707553293,1
"V11431",-0.0127645678985039,1
"V11332",-0.0127633586615675,1
"V10829",-0.012761997954595,1
"V38000",-0.0127469025793301,1
"V38894",-0.0127450706955746,1
"V10529",-0.0127392887490371,1
"V10219",-0.0127331209569453,1
"V11430",-0.0127283891173428,1
"V11230",-0.0127280935882418,1
"V36999",-0.0127250214111647,1
"V10526",-0.0127166556820296,1
"V38396",-0.0126967847625374,1
"V10826",-0.0126714687192707,1
"V36496",-0.0126621057469226,1
"V11126",-0.0126560912724655,1
"V10124",-0.0126553238722085,1
"V12635",-0.0126460307819436,1
"V12235",-0.0126441381573301,1
"V36798",-0.0126424611195849,1
"V10628",-0.012639738495462,1
"V39798",-0.0126356697182082,1
"V11534",-0.0126268039797496,1
"V39393",-0.0126190037869073,1
"V10019",-0.0126183144950928,1
"V10930",-0.0126093133552885,1
"V11227",-0.0126074175380868,1
"V11728",-0.0126062500686162,1
"V10324",-0.0126005059677408,1
"V11328",-0.0125931224144425,1
"V11833",-0.0125838505137592,1
"V11831",-0.0125833680838705,1
"V35299",-0.0125788006089536,1
"V38999",-0.0125760392041412,1
"V39790",-0.0125742262201403,1
"V11733",-0.0125686491652473,1
"V37297",-0.0125651102688809,1
"V37694",-0.0125604079783062,1
"V11429",-0.0125541211560642,1
"V10321",-0.0125507305730511,1
"V11028",-0.0125461521186406,1
"V37997",-0.012541760343813,1
"V10123",-0.0125389388384609,1
"V10520",-0.0125386586403473,1
"V39293",-0.0125373287160364,1
"V10728",-0.0125359023828962,1
"V38193",-0.0125225371942111,1
"V10326",-0.0125105998944572,1
"V38400",-0.0125104036399258,1
"V10521",-0.0125028892731873,1
"V39099",-0.0124982129230407,1
"V37098",-0.012493635888164,1
"V39491",-0.0124895632322884,1
"V10221",-0.0124826354375146,1
"V39694",-0.0124730519554286,1
"V11432",-0.0124610720326225,1
"V10223",-0.0124548921322421,1
"V32231",-0.0124534126803231,1
"V11032",-0.0124473306239298,1
"V39392",-0.0124396893642572,1
"V11125",-0.0124390925260517,1
"V37996",-0.012429032769956,1
"V39599",-0.0124288461074516,1
"V38093",-0.0124286814080262,1
"V12234",-0.0124241040379061,1
"V11627",-0.0124234220414582,1
"V12338",-0.0124225360974567,1
"V10021",-0.012421819563462,1
"V37191",-0.0124190554473953,1
"V10527",-0.0124156457775356,1
"V10722",-0.0124119612680577,1
"V11529",-0.0124066314674785,1
"V10727",-0.0124045940197499,1
"V38692",-0.0124034660725278,1
"V38696",-0.0124003486796393,1
"V12335",-0.0123994226186059,1
"V39999",-0.0123964289948264,1
"V11832",-0.0123942143313481,1
"V11930",-0.0123922501690628,1
"V12740",-0.0123922281792405,1
"V38195",-0.0123881008078502,1
"V39795",-0.0123879703860832,1
"V12134",-0.0123877916872518,1
"V11124",-0.0123827097818413,1
"V36900",-0.0123826279312393,1
"V11331",-0.0123825947803603,1
"V11228",-0.0123822113347334,1
"V11524",-0.0123802220597601,1
"V11834",-0.0123763269982471,1
"V31830",-0.0123740426205237,1
"V12131",-0.0123734066790377,1
"V35500",-0.0123693251926516,1
"V10119",-0.0123677337920548,1
"V11630",-0.0123616482189023,1
"V38198",-0.0123613188987669,1
"V12130",-0.0123597884497125,1
"V10427",-0.0123597667842584,1
"V37300",-0.0123567447538871,1
"V10020",-0.012351532235269,1
"V10619",-0.012348343551828,1
"V37500",-0.0123473713880577,1
"V11025",-0.0123469759801,1
"V12137",-0.0123467643650611,1
"V38492",-0.0123463460823006,1
"V12028",-0.0123446233926135,1
"V11232",-0.0123387701385246,1
"V10828",-0.0123349157851097,1
"V10319",-0.0123314344656791,1
"V36898",-0.0123294745146217,1
"V12733",-0.0123253829863109,1
"V37599",-0.0123239863819798,1
"V11225",-0.012320616363253,1
"V33036",-0.0123201595144056,1
"V11123",-0.0123165540382168,1
"V12633",-0.0123084134455021,1
"V11528",-0.0123073109420559,1
"V39592",-0.0123057231610855,1
"V37093",-0.0123041722015491,1
"V11031",-0.012271513125961,1
"V11629",-0.0122711105854354,1
"V12129",-0.0122648692919933,1
"V11527",-0.0122611963865847,1
"V10117",-0.0122581424778165,1
"V10823",-0.0122545767361367,1
"V38493",-0.0122489618771298,1
"V11828",-0.0122487129843886,1
"V10922",-0.0122390120256714,1
"V38993",-0.0122304608281214,1
"V10925",-0.0122280740927574,1
"V39794",-0.0122271084882099,1
"V11326",-0.0122269840165757,1
"V39098",-0.0122261185235223,1
"V38794",-0.0122255166646361,1
"V38488",-0.0122244093294605,1
"V32133",-0.012221775403869,1
"V39291",-0.0122169133445807,1
"V11027",-0.0122142730825231,1
"V39197",-0.0122116459793694,1
"V32030",-0.0122113382584158,1
"V32031",-0.0122109711804702,1
"V11731",-0.0122103389133842,1
"V39296",-0.0122097232855799,1
"V38797",-0.0122096349127609,1
"V10118",-0.0122075008972045,1
"V11330",-0.0121986758591825,1
"V36596",-0.0121925568327589,1
"V12533",-0.0121908932186115,1
"V35099",-0.0121863992700211,1
"V10625",-0.0121849556491731,1
"V10017",-0.0121841179265906,1
"V31728",-0.0121800053495604,1
"V36294",-0.0121724485383534,1
"V11129",-0.0121709926674897,1
"V36093",-0.0121698924038402,1
"V38896",-0.0121618521271227,1
"V36691",-0.0121595478360744,1
"V37494",-0.012159239908362,1
"V39193",-0.0121560772171468,1
"V38591",-0.0121556959112387,1
"V37195",-0.0121528421667632,1
"V36400",-0.0121507456440088,1
"V31426",-0.0121471372363676,1
"V31428",-0.0121450585475551,1
"V34894",-0.0121408918067266,1
"V12031",-0.0121404054415989,1
