"name","value.var","comp"
"V11659",-0.0188958010340152,1
"V38600",-0.0188475664420477,1
"V39000",-0.0184647997491068,1
"V37799",-0.0182675403111203,1
"V10455",-0.0182123761355025,1
"V35700",-0.018205992798641,1
"V38299",-0.0181287878045825,1
"V12252",-0.0179466263956203,1
"V38098",-0.0179322056145147,1
"V12251",-0.0176448784458556,1
"V38597",-0.017617447939464,1
"V10640",-0.0175949358864457,1
"V11652",-0.0174695432194784,1
"V10652",-0.0174051374699768,1
"V38898",-0.0173580518729338,1
"V10651",-0.0173316420410973,1
"V11850",-0.0173027398921444,1
"V11839",-0.0172892349914196,1
"V12045",-0.0172805415372983,1
"V10653",-0.0172165308969616,1
"V12250",-0.017213241031291,1
"V39300",-0.0172015729634761,1
"V11152",-0.0171685560190801,1
"V39497",-0.017095502010699,1
"V38700",-0.0170820078278736,1
"V38099",-0.01707703428547,1
"V11655",-0.017072258310117,1
"V11665",-0.0170694098821745,1
"V11741",-0.0169806968929913,1
"V36998",-0.0169791773344635,1
"V11647",-0.0169630849679051,1
"V11558",-0.0169484859618923,1
"V11953",-0.0169377589937407,1
"V37691",-0.0169127115109373,1
"V12244",-0.0168632842112062,1
"V10561",-0.0168585153246673,1
"V39900",-0.016843021454701,1
"V10654",-0.0167909021851332,1
"V10254",-0.016726279169967,1
"V11650",-0.0167175605434673,1
"V11132",-0.0167130332086282,1
"V10553",-0.0167061513028731,1
"V10359",-0.0166649421901293,1
"V11255",-0.0166592389381755,1
"V11051",-0.0166513835187389,1
"V11551",-0.0166472775633557,1
"V11356",-0.0165988232589051,1
"V38798",-0.0165968188290691,1
"V37998",-0.0165779535474304,1
"V38397",-0.0165642668726801,1
"V10655",-0.0165617373141616,1
"V10756",-0.0165428683986069,1
"V30085",0.0165344783073868,1
"V38695",-0.0165232928200126,1
"V10657",-0.0164686021043871,1
"V11751",-0.0164547905492838,1
"V11150",-0.016435851542192,1
"V10052",-0.016425135086153,1
"V38999",-0.0164196940943741,1
"V39595",-0.0164152363349224,1
"V11760",-0.0164050165882286,1
"V10847",-0.0164047595844372,1
"V10426",-0.0163861241855344,1
"V12048",-0.0163573734022802,1
"V38998",-0.01634727890889,1
"V10148",-0.0163232516700705,1
"V11555",-0.016318703061231,1
"V11855",-0.0163022825611603,1
"V38493",-0.0162844180044843,1
"V11553",-0.016283138798277,1
"V11548",-0.0162772455282873,1
"V39895",-0.0162642172864959,1
"V39596",-0.0162470481928726,1
"V37900",-0.0162454515729415,1
"V11658",-0.0162302582187221,1
"V11354",-0.0162283889538408,1
"V10341",-0.0162027933060156,1
"V11347",-0.0161861570656337,1
"V37997",-0.0161665841694628,1
"V39490",-0.0161614931331528,1
"V11534",-0.0161604293202776,1
"V10529",-0.0161595967664157,1
"V10244",-0.0161515580212472,1
"V39393",-0.0161346978745097,1
"V10349",-0.0161259231829512,1
"V39100",-0.0161132397071478,1
"V39500",-0.0161073312856926,1
"V12152",-0.0161033605250029,1
"V11654",-0.0160976386693121,1
"V10248",-0.0160804528103439,1
"V10253",-0.0160797138885518,1
"V11048",-0.0160745066089431,1
"V11852",-0.0160741487304995,1
"V11649",-0.0160733321342934,1
"V11247",-0.0160689385538867,1
"V11543",-0.0160646071107958,1
"V11846",-0.0160602973068899,1
"V12354",-0.0160592725870068,1
"V10249",-0.0160555266590724,1
"V12556",-0.0160400175350196,1
"V38800",-0.0160242542369974,1
"V12247",-0.0160193270833206,1
"V10142",-0.0160094855303018,1
"V12554",-0.0160066040680123,1
"V12352",-0.0160059021332272,1
"V11949",-0.0160044099503873,1
"V10845",-0.0160033086228174,1
"V11948",-0.0159906272908405,1
"V11351",-0.0159872825274735,1
"V11753",-0.0159691192236309,1
"V12346",-0.0159505434744375,1
"V38093",-0.0159443272628983,1
"V10452",-0.0159415092472161,1
"V39397",-0.0159337173352044,1
"V11556",-0.0159255469498359,1
"V11636",-0.0159231314689732,1
"V10453",-0.0159174535819782,1
"V11661",-0.0158968285576842,1
"V10260",-0.0158946212526283,1
"V12654",-0.0158834339706499,1
"V10658",-0.0158811885245888,1
"V10748",-0.0158754526030218,1
"V39790",-0.0158648852084049,1
"V39293",-0.0158616470953378,1
"V38689",-0.0158592015038631,1
"V37100",-0.0158584214157841,1
"V38091",-0.0158528888474389,1
"V11155",-0.0158511545699181,1
"V37395",-0.0158361436884534,1
"V38200",-0.0158219852629147,1
"V36894",-0.0158187833407563,1
"V10548",-0.015816642872793,1
"V12557",-0.0158162928212092,1
"V38295",-0.0158110274283004,1
"V39894",-0.0158103123676611,1
"V11954",-0.015792219956478,1
"V10755",-0.0157901502595131,1
"V10662",-0.0157736049571811,1
"V10125",-0.0157684560116223,1
"V11657",-0.0157657909279351,1
"V36798",-0.0157588699446613,1
"V10856",-0.0157587488470261,1
"V10364",-0.0157541330072339,1
"V10659",-0.0157540813638387,1
"V22355",0.0157412499586393,1
"V39299",-0.0157296276907163,1
"V11845",-0.0157229613202453,1
"V10348",-0.0157187284550978,1
"V37400",-0.0157154791034432,1
"V38300",-0.0157135188982007,1
"V12659",-0.0157048672988022,1
"V10631",-0.0157047535371008,1
"V38499",-0.0157026814246016,1
"V10850",-0.0156973313485136,1
"V39597",-0.0156964805827205,1
"V11454",-0.0156725352632394,1
"V10153",-0.0156722233059151,1
"V10462",-0.0156712601511243,1
"V36700",-0.0156640872214266,1
"V39399",-0.0156575571118946,1
"V38598",-0.0156506494953422,1
"V11837",-0.0156467073538923,1
"V10950",-0.0156412076966136,1
"V11549",-0.0156239567415401,1
"V11248",-0.0156151506852691,1
"V38691",-0.0156040571594469,1
"V37700",-0.0155936867525177,1
"V10644",-0.0155883561303601,1
"V10344",-0.0155764713997173,1
"V10158",-0.0155627303028964,1
"V11752",-0.0155590803315294,1
"V37996",-0.0155584132060358,1
"V10751",-0.0155574146775568,1
"V10955",-0.0155544383299502,1
"V22747",0.0155339416240795,1
"V10151",-0.0155333088313202,1
"V37600",-0.0155323999531843,1
