"name","value.var","comp"
"V38332",-0.0128026673171519,1
"V37031",-0.0127531616183605,1
"V39234",-0.0127183716500812,1
"V39428",-0.0127172525475966,1
"V37431",-0.0127111719065136,1
"V35326",-0.0127100974855456,1
"V36330",-0.0127001925683805,1
"V37426",-0.0126668326259242,1
"V39330",-0.0126640979210335,1
"V37526",-0.0126558385207434,1
"V37032",-0.0126535968606287,1
"V38333",-0.0126393295714569,1
"V36228",-0.0126298920834831,1
"V38929",-0.0126082575185356,1
"V36332",-0.012606080771756,1
"V38230",-0.0125939706943765,1
"V38528",-0.0125931465461006,1
"V38432",-0.0125893870436512,1
"V38433",-0.0125854891258433,1
"V35925",-0.0125817700761217,1
"V39228",-0.0125750232395868,1
"V36231",-0.0125736635208915,1
"V37030",-0.0125717198769996,1
"V35227",-0.0125707781792126,1
"V35528",-0.012563094892268,1
"V38633",-0.0125575677835331,1
"V36029",-0.0125553746585832,1
"V37930",-0.0125510761486151,1
"V39329",-0.0125455213307214,1
"V35830",-0.012542122013916,1
"V39331",-0.0125411017865641,1
"V38229",-0.0125402438883041,1
"V35524",-0.0125401450984367,1
"V35431",-0.01253983390579,1
"V39828",-0.0125344378981977,1
"V39026",-0.012532384861764,1
"V35626",-0.0125321040041538,1
"V36931",-0.0125306417805785,1
"V39227",-0.0125294764491773,1
"V37029",-0.0125268053295637,1
"V39525",-0.0125247670110822,1
"V37129",-0.0125218611437902,1
"V37328",-0.0125212988386649,1
"V39332",-0.0125198034896666,1
"V36832",-0.01251960276569,1
"V39531",-0.0125185990694627,1
"V38831",-0.0125157918870258,1
"V37831",-0.0125152672329257,1
"V39532",-0.0125111764905281,1
"V39933",-0.0125044409215665,1
"V38231",-0.0125028705211805,1
"V35624",-0.0124991385224344,1
"V35325",-0.0124960433950302,1
"V36632",-0.0124908548116521,1
"V34324",-0.0124894162982974,1
"V35327",-0.0124850558554694,1
"V35531",-0.0124825871308388,1
"V39731",-0.0124807589936841,1
"V36631",-0.0124721581476431,1
"V39728",-0.0124704920905612,1
"V36430",-0.01247031336225,1
"V38428",-0.0124684018274647,1
"V38126",-0.0124665916058631,1
"V36830",-0.0124663830583308,1
"V39433",-0.0124660648718719,1
"V35729",-0.0124645998689261,1
"V39129",-0.0124645787712439,1
"V36031",-0.0124639130492313,1
"V39232",-0.0124619819750678,1
"V39130",-0.0124606311321215,1
"V36529",-0.0124601291219007,1
"V39931",-0.012459030584569,1
"V37725",-0.0124585706784979,1
"V35126",-0.0124580496809293,1
"V36630",-0.0124579703369226,1
"V39128",-0.0124486385648752,1
"V37834",-0.012445851158005,1
"V38727",-0.0124449903782906,1
"V36733",-0.0124449316800434,1
"V39233",-0.0124429827140841,1
"V38134",-0.0124412505353919,1
"V35328",-0.012439818887054,1
"V35623",-0.0124385060589279,1
"V36032",-0.0124366390454286,1
"V35125",-0.0124356535585861,1
"V37332",-0.0124329777196503,1
"V38932",-0.0124302172517101,1
"V35928",-0.0124289495687981,1
"V38631",-0.0124288720325732,1
"V39529",-0.0124253590121763,1
"V34425",-0.0124238722731568,1
"V34424",-0.0124212746409478,1
"V39634",-0.0124209774619963,1
"V35525",-0.0124201567144886,1
"V37832",-0.0124185150545283,1
"V35629",-0.0124161730280509,1
"V38828",-0.0124156328209798,1
"V38628",-0.0124137921060509,1
"V38027",-0.0124129521557563,1
"V35226",-0.0124120992747058,1
"V36224",-0.0124113978809004,1
"V38132",-0.012408991489651,1
"V37134",-0.0124081954604414,1
"V37525",-0.0124075490288482,1
"V35024",-0.0124073082104128,1
"V38329",-0.012406961046554,1
"V39631",-0.0124062643848754,1
"V37632",-0.0124052984082337,1
"V38830",-0.0124016637592104,1
"V38730",-0.0123999923647037,1
"V36127",-0.0123998755928201,1
"V37327",-0.0123936629498278,1
"V37634",-0.012392474512799,1
"V38532",-0.0123915834774708,1
"V39226",-0.01239129345572,1
"V39530",-0.012391242442622,1
"V36333",-0.0123908535922927,1
"V39430",-0.012390301729491,1
"V36028",-0.0123895823430091,1
"V38733",-0.0123871873157559,1
"V39229",-0.0123869553754216,1
"V35731",-0.012386114346251,1
"V36431",-0.0123841980181446,1
"V39635",-0.0123840292368296,1
"V36128",-0.0123837053381813,1
"V37931",-0.0123831380413355,1
"V39927",-0.0123813717469948,1
"V39131",-0.0123810476709889,1
"V38430",-0.0123802752296723,1
"V35028",-0.0123776170345986,1
"V34022",-0.0123766408089684,1
"V38531",-0.0123741272120582,1
"V35831",-0.0123724268143564,1
"V34729",-0.0123712674505561,1
"V35631",-0.0123694496130179,1
"V36129",-0.0123693717810115,1
"V39732",-0.0123692021399336,1
"V38632",-0.0123680055474724,1
"V39326",-0.01236634514003,1
"V38426",-0.0123656211391146,1
"V36930",-0.012365041389618,1
"V38529",-0.0123645755255637,1
"V38232",-0.0123637996170089,1
